Filename	Atlas Name	Publications	Biospecimen	Assay	Level	Organ	Treatment	Diagnosis	Data Access	Synapse Id	Atlasid	File Format	Data File ID	Parent Data File ID	Primary Diagnosis	Sc RN Aseq Workflow Type	Sc RN Aseq Workflow Parameters Description	Workflow Version	Workflow Link	Release Version	Metadata	View
imaging_level_2/TNP-TMA-1-Scene-F07.ome.tif	HTAN TNP - TMA		HTA14_30_6	CyCIF	Level 2	Breast NOS		Lobular carcinoma NOS	CRDC-GC/SB-CGC (open access)	syn26342347	HTA14	OME-TIFF	HTA14_30_1013							Release 4.0	Details	
imaging_level_2/TNP-TMA-1-Scene-H02.ome.tif	HTAN TNP - TMA		HTA14_49_5	CyCIF	Level 2	Breast NOS		Lobular carcinoma NOS	CRDC-GC/SB-CGC (open access)	syn26342365	HTA14	OME-TIFF	HTA14_49_1012							Release 4.0	Details	
imaging_level_2/TNP-TMA-1-Scene-H06.ome.tif	HTAN TNP - TMA		HTA14_16_6	CyCIF	Level 2	Breast NOS		Lobular carcinoma NOS	CRDC-GC/SB-CGC (open access)	syn26342370	HTA14	OME-TIFF	HTA14_16_1013							Release 4.0	Details	
imaging_level_2/TNP-TMA-1-Scene-H08.ome.tif	HTAN TNP - TMA		HTA14_49_6	CyCIF	Level 2	Breast NOS		Lobular carcinoma NOS	CRDC-GC/SB-CGC (open access)	syn26342372	HTA14	OME-TIFF	HTA14_49_1013							Release 4.0	Details	
imaging_level_2/TNP-TMA-2-Scene-A07.ome.tif	HTAN TNP - TMA		HTA14_7_7	CyCIF	Level 2	Breast NOS		Lobular carcinoma NOS	CRDC-GC/SB-CGC (open access)	syn26342386	HTA14	OME-TIFF	HTA14_7_1014							Release 4.0	Details	
imaging_level_2/TNP-TMA-2-Scene-B01.ome.tif	HTAN TNP - TMA		HTA14_12_7	CyCIF	Level 2	Breast NOS		Lobular carcinoma NOS	CRDC-GC/SB-CGC (open access)	syn26342392	HTA14	OME-TIFF	HTA14_12_1014							Release 4.0	Details	
imaging_level_2/TNP-TMA-2-Scene-B05.ome.tif	HTAN TNP - TMA		HTA14_16_7	CyCIF	Level 2	Breast NOS		Lobular carcinoma NOS	CRDC-GC/SB-CGC (open access)	syn26342396	HTA14	OME-TIFF	HTA14_16_1014							Release 4.0	Details	
imaging_level_2/TNP-TMA-2-Scene-B09.ome.tif	HTAN TNP - TMA		HTA14_12_8	CyCIF	Level 2	Breast NOS		Lobular carcinoma NOS	CRDC-GC/SB-CGC (open access)	syn26342400	HTA14	OME-TIFF	HTA14_12_1015							Release 4.0	Details	
imaging_level_2/TNP-TMA-2-Scene-C03.ome.tif	HTAN TNP - TMA		HTA14_24_7	CyCIF	Level 2	Breast NOS		Lobular carcinoma NOS	CRDC-GC/SB-CGC (open access)	syn26342454	HTA14	OME-TIFF	HTA14_24_1014							Release 4.0	Details	
imaging_level_2/TNP-TMA-2-Scene-C08.ome.tif	HTAN TNP - TMA		HTA14_24_8	CyCIF	Level 2	Breast NOS		Lobular carcinoma NOS	CRDC-GC/SB-CGC (open access)	syn26342465	HTA14	OME-TIFF	HTA14_24_1015							Release 4.0	Details	
imaging_level_2/TNP-TMA-2-Scene-D02.ome.tif	HTAN TNP - TMA		HTA14_30_7	CyCIF	Level 2	Breast NOS		Lobular carcinoma NOS	CRDC-GC/SB-CGC (open access)	syn26342467	HTA14	OME-TIFF	HTA14_30_1014							Release 4.0	Details	
imaging_level_2/TNP-TMA-2-Scene-F03.ome.tif	HTAN TNP - TMA		HTA14_7_8	CyCIF	Level 2	Breast NOS		Lobular carcinoma NOS	CRDC-GC/SB-CGC (open access)	syn26342574	HTA14	OME-TIFF	HTA14_7_1015							Release 4.0	Details	
imaging_level_2/TNP-TMA-2-Scene-F07.ome.tif	HTAN TNP - TMA		HTA14_30_8	CyCIF	Level 2	Breast NOS		Lobular carcinoma NOS	CRDC-GC/SB-CGC (open access)	syn26342579	HTA14	OME-TIFF	HTA14_30_1015							Release 4.0	Details	
imaging_level_2/TNP-TMA-2-Scene-H02.ome.tif	HTAN TNP - TMA		HTA14_49_7	CyCIF	Level 2	Breast NOS		Lobular carcinoma NOS	CRDC-GC/SB-CGC (open access)	syn26342638	HTA14	OME-TIFF	HTA14_49_1014							Release 4.0	Details	
imaging_level_2/TNP-TMA-2-Scene-H06.ome.tif	HTAN TNP - TMA		HTA14_16_8	CyCIF	Level 2	Breast NOS		Lobular carcinoma NOS	CRDC-GC/SB-CGC (open access)	syn26342645	HTA14	OME-TIFF	HTA14_16_1015							Release 4.0	Details	
imaging_level_2/TNP-TMA-2-Scene-H08.ome.tif	HTAN TNP - TMA		HTA14_49_8	CyCIF	Level 2	Breast NOS		Lobular carcinoma NOS	CRDC-GC/SB-CGC (open access)	syn26342646	HTA14	OME-TIFF	HTA14_49_1015							Release 4.0	Details	
imaging_level_2/TNP-TMA-7-Scene-A07.ome.tif	HTAN TNP - TMA		HTA14_7_17	CyCIF	Level 2	Breast NOS		Lobular carcinoma NOS	CRDC-GC/SB-CGC (open access)	syn26342659	HTA14	OME-TIFF	HTA14_7_1016							Release 4.0	Details	
imaging_level_2/TNP-TMA-7-Scene-B01.ome.tif	HTAN TNP - TMA		HTA14_12_17	CyCIF	Level 2	Breast NOS		Lobular carcinoma NOS	CRDC-GC/SB-CGC (open access)	syn26342668	HTA14	OME-TIFF	HTA14_12_1016							Release 4.0	Details	
imaging_level_2/TNP-TMA-7-Scene-B05.ome.tif	HTAN TNP - TMA		HTA14_16_17	CyCIF	Level 2	Breast NOS		Lobular carcinoma NOS	CRDC-GC/SB-CGC (open access)	syn26342670	HTA14	OME-TIFF	HTA14_16_1016							Release 4.0	Details	
imaging_level_2/TNP-TMA-7-Scene-B09.ome.tif	HTAN TNP - TMA		HTA14_12_18	CyCIF	Level 2	Breast NOS		Lobular carcinoma NOS	CRDC-GC/SB-CGC (open access)	syn26342676	HTA14	OME-TIFF	HTA14_12_1017							Release 4.0	Details	
imaging_level_2/TNP-TMA-7-Scene-C03.ome.tif	HTAN TNP - TMA		HTA14_24_17	CyCIF	Level 2	Breast NOS		Lobular carcinoma NOS	CRDC-GC/SB-CGC (open access)	syn26342683	HTA14	OME-TIFF	HTA14_24_1016							Release 4.0	Details	
imaging_level_2/TNP-TMA-7-Scene-C08.ome.tif	HTAN TNP - TMA		HTA14_24_18	CyCIF	Level 2	Breast NOS		Lobular carcinoma NOS	CRDC-GC/SB-CGC (open access)	syn26342688	HTA14	OME-TIFF	HTA14_24_1017							Release 4.0	Details	
imaging_level_2/TNP-TMA-7-Scene-D02.ome.tif	HTAN TNP - TMA		HTA14_30_17	CyCIF	Level 2	Breast NOS		Lobular carcinoma NOS	CRDC-GC/SB-CGC (open access)	syn26342751	HTA14	OME-TIFF	HTA14_30_1016							Release 4.0	Details	
imaging_level_2/TNP-TMA-7-Scene-F03.ome.tif	HTAN TNP - TMA		HTA14_7_18	CyCIF	Level 2	Breast NOS		Lobular carcinoma NOS	CRDC-GC/SB-CGC (open access)	syn26342776	HTA14	OME-TIFF	HTA14_7_1017							Release 4.0	Details	
imaging_level_2/TNP-TMA-7-Scene-F07.ome.tif	HTAN TNP - TMA		HTA14_30_18	CyCIF	Level 2	Breast NOS		Lobular carcinoma NOS	CRDC-GC/SB-CGC (open access)	syn26342864	HTA14	OME-TIFF	HTA14_30_1017							Release 4.0	Details	
imaging_level_2/TNP-TMA-7-Scene-H02.ome.tif	HTAN TNP - TMA		HTA14_49_17	CyCIF	Level 2	Breast NOS		Lobular carcinoma NOS	CRDC-GC/SB-CGC (open access)	syn26343253	HTA14	OME-TIFF	HTA14_49_1016							Release 4.0	Details	
imaging_level_2/TNP-TMA-7-Scene-H06.ome.tif	HTAN TNP - TMA		HTA14_16_18	CyCIF	Level 2	Breast NOS		Lobular carcinoma NOS	CRDC-GC/SB-CGC (open access)	syn26343256	HTA14	OME-TIFF	HTA14_16_1017							Release 4.0	Details	
imaging_level_2/TNP-TMA-7-Scene-H08.ome.tif	HTAN TNP - TMA		HTA14_49_18	CyCIF	Level 2	Breast NOS		Lobular carcinoma NOS	CRDC-GC/SB-CGC (open access)	syn26343257	HTA14	OME-TIFF	HTA14_49_1017							Release 4.0	Details	
imaging_level_2/TNP-TMA-8-Scene-A07.ome.tif	HTAN TNP - TMA		HTA14_7_19	CyCIF	Level 2	Breast NOS		Lobular carcinoma NOS	CRDC-GC/SB-CGC (open access)	syn26343269	HTA14	OME-TIFF	HTA14_7_1018							Release 4.0	Details	
imaging_level_2/TNP-TMA-8-Scene-B01.ome.tif	HTAN TNP - TMA		HTA14_12_19	CyCIF	Level 2	Breast NOS		Lobular carcinoma NOS	CRDC-GC/SB-CGC (open access)	syn26343272	HTA14	OME-TIFF	HTA14_12_1018							Release 4.0	Details	
imaging_level_2/TNP-TMA-8-Scene-B05.ome.tif	HTAN TNP - TMA		HTA14_16_19	CyCIF	Level 2	Breast NOS		Lobular carcinoma NOS	CRDC-GC/SB-CGC (open access)	syn26343279	HTA14	OME-TIFF	HTA14_16_1018							Release 4.0	Details	
imaging_level_2/TNP-TMA-8-Scene-B09.ome.tif	HTAN TNP - TMA		HTA14_12_20	CyCIF	Level 2	Breast NOS		Lobular carcinoma NOS	CRDC-GC/SB-CGC (open access)	syn26343282	HTA14	OME-TIFF	HTA14_12_1019							Release 4.0	Details	
imaging_level_2/TNP-TMA-8-Scene-C03.ome.tif	HTAN TNP - TMA		HTA14_24_19	CyCIF	Level 2	Breast NOS		Lobular carcinoma NOS	CRDC-GC/SB-CGC (open access)	syn26343415	HTA14	OME-TIFF	HTA14_24_1018							Release 4.0	Details	
imaging_level_2/TNP-TMA-8-Scene-C08.ome.tif	HTAN TNP - TMA		HTA14_24_20	CyCIF	Level 2	Breast NOS		Lobular carcinoma NOS	CRDC-GC/SB-CGC (open access)	syn26343629	HTA14	OME-TIFF	HTA14_24_1019							Release 4.0	Details	
imaging_level_2/TNP-TMA-8-Scene-D02.ome.tif	HTAN TNP - TMA		HTA14_30_19	CyCIF	Level 2	Breast NOS		Lobular carcinoma NOS	CRDC-GC/SB-CGC (open access)	syn26343777	HTA14	OME-TIFF	HTA14_30_1018							Release 4.0	Details	
imaging_level_2/TNP-TMA-8-Scene-F03.ome.tif	HTAN TNP - TMA		HTA14_7_20	CyCIF	Level 2	Breast NOS		Lobular carcinoma NOS	CRDC-GC/SB-CGC (open access)	syn26344038	HTA14	OME-TIFF	HTA14_7_1019							Release 4.0	Details	
imaging_level_2/TNP-TMA-8-Scene-F07.ome.tif	HTAN TNP - TMA		HTA14_30_20	CyCIF	Level 2	Breast NOS		Lobular carcinoma NOS	CRDC-GC/SB-CGC (open access)	syn26344040	HTA14	OME-TIFF	HTA14_30_1019							Release 4.0	Details	
imaging_level_2/TNP-TMA-8-Scene-H02.ome.tif	HTAN TNP - TMA		HTA14_49_19	CyCIF	Level 2	Breast NOS		Lobular carcinoma NOS	CRDC-GC/SB-CGC (open access)	syn26344113	HTA14	OME-TIFF	HTA14_49_1018							Release 4.0	Details	
